"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.546881542e0,2.474956816e0,1.090814452e0,-2.017098781e0,3.374014657e0
1.556853542e0,1.504742064e0,-1.190042871e-1,-5.360446644e0,5.568913621e0
1.566826542e0,-2.350946143e-1,-9.928051776e-1,-1.022404017e1,1.027482015e1
1.576798542e0,-3.007994843e0,-1.974438665e0,-1.276711705e1,1.326445320e1
1.586770542e0,-6.027804569e0,-4.361580243e0,-9.455675104e0,1.203194090e1
1.596743542e0,-7.027841583e0,-9.522515211e0,-5.141563143e0,1.290366323e1
1.606715542e0,-7.990930626e0,-1.441528927e1,-3.228913175e0,1.679527961e1
1.616687542e0,-1.003757597e1,-1.678809055e1,-3.225879639e0,1.982420781e1
1.626660542e0,-1.034600841e1,-1.473567225e1,-4.542711196e0,1.856922593e1
1.636632542e0,-7.558844193e0,-8.388216185e0,-5.407419666e0,1.251952410e1
1.646604542e0,-3.274188166e0,-3.029937104e0,-4.441873623e0,6.295321142e0
1.656576542e0,4.388290031e-1,9.568313527e-1,-2.573440300e0,2.780412219e0
1.666549542e0,2.978486284e0,4.325253246e0,-1.241318129e0,5.396301222e0
1.676521542e0,5.135065717e0,5.981732018e0,1.563059269e0,8.036987752e0
1.686493542e0,7.346814213e0,5.044375986e0,7.144250876e0,1.142198445e1
1.696466542e0,8.710148676e0,1.745775695e0,1.075569358e1,1.394988771e1
1.706438542e0,8.201719242e0,-6.583070201e-1,1.019488245e1,1.310103793e1
1.716410542e0,7.481518859e0,-1.554624953e0,8.783921242e0,1.164247635e1
1.726383542e0,7.658194234e0,-2.950539517e0,6.534652916e0,1.049072500e1
1.736355542e0,7.820254494e0,-5.138797410e0,-6.290200710e-2,9.357754850e0
1.746327542e0,3.019039356e0,-7.385373092e0,-4.786140139e0,9.304056738e0
1.756299542e0,-6.010449448e-1,-6.560613969e0,-2.414081454e-1,6.592510036e0
1.766272542e0,-4.775548200e-1,-5.163991892e0,-1.366665037e0,5.363081595e0
1.776244542e0,-4.509266730e-2,-3.475666260e0,-2.171989185e0,4.098759119e0
1.786216542e0,1.363806333e0,-1.902333140e-1,7.456486344e-1,1.565933687e0
1.796189542e0,2.492446131e0,3.017512940e0,3.561991628e0,5.292018180e0
1.806161542e0,2.762981889e0,5.084003736e0,5.000904862e0,7.647889405e0
1.816133542e0,3.043334829e0,6.145031303e0,5.991448921e0,9.106083503e0
1.826106542e0,3.544351456e0,6.173374511e0,6.693215371e0,9.770983170e0
1.836078542e0,4.031192678e0,5.454010280e0,6.787491199e0,9.595143528e0
1.846050542e0,4.486831110e0,3.763262731e0,6.887111381e0,9.040249055e0
1.856023542e0,4.480771056e0,1.245720643e0,5.742427701e0,7.389492883e0
1.865995542e0,3.710925181e0,-9.743273914e-1,3.520275253e0,5.206977763e0
1.875967542e0,2.114514709e0,-2.259177602e0,1.035198660e0,3.262926931e0
1.885939542e0,2.338579282e-1,-2.682789080e0,-1.056301847e0,2.892718509e0
1.895912542e0,-1.555873480e0,-2.407755352e0,-1.952021610e0,3.468200756e0
