"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.675975291796631E9,"2023-02-09 15:41:31.797 UTC-05:00"
"PAUSE",6.066876316667185E1,1.675975352465322E9,"2023-02-09 15:42:32.465 UTC-05:00"
