"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.675975644195622E9,"2023-02-09 15:47:24.196 UTC-05:00"
"PAUSE",6.053498770832084E1,1.675975704729890E9,"2023-02-09 15:48:24.730 UTC-05:00"
