"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.675974605404981E9,"2023-02-09 15:30:05.405 UTC-05:00"
"PAUSE",6.054791991668753E1,1.675974665951589E9,"2023-02-09 15:31:05.952 UTC-05:00"
