"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.675975914909886E9,"2023-02-09 15:51:54.910 UTC-05:00"
"PAUSE",6.060289854166331E1,1.675975975462169E9,"2023-02-09 15:52:55.462 UTC-05:00"
