"event","experiment time","system time","system time text"
"START",0.000000000000000e0,1.675974387211410e9,"2023-02-09 15:26:27.211 UTC-05:00"
"PAUSE",6.060827333333145e1,1.675974447820444e9,"2023-02-09 15:27:27.820 UTC-05:00"
