"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.175000005e-3,-3.759031686e-1,1.892661846e-1,3.440221024e0,3.465868660e0
1.114800001e-2,2.618690148e-1,7.062173510e-1,2.335919384e0,2.454350769e0
2.112100000e-2,1.647261514e-1,7.530862927e-2,5.324671040e0,5.327750724e0
3.109400000e-2,-1.050083917e-1,-1.799644339e-1,8.269798958e0,8.272423392e0
4.106700000e-2,1.493533829e-1,7.730182815e-1,7.104759951e0,7.148249971e0
5.104000000e-2,7.971909633e-1,2.313064957e0,4.970421572e0,5.539934434e0
6.101300000e-2,3.301343805e-1,2.570799113e0,3.672208135e0,4.494786911e0
7.098600000e-2,8.746080986e-1,2.834485150e0,5.249399248e-1,3.012442085e0
8.095900000e-2,1.415884559e0,3.306453686e0,5.492185874e-1,3.638544506e0
9.093200000e-2,9.060117397e-1,2.835507828e0,3.000764760e-1,2.991823492e0
1.009050000e-1,6.641150594e-2,1.356773302e0,-8.678202121e-1,1.611941749e0
1.108780000e-1,-9.077290669e-1,-1.316560246e0,4.355263495e-1,1.657403433e0
1.208510000e-1,-1.891478369e0,-6.148843102e0,-5.700406685e-1,6.458398275e0
1.308240000e-1,-2.268766451e0,-9.861136240e0,2.148161488e0,1.034426928e1
1.407970000e-1,-3.833325824e0,-7.064330547e0,9.588799247e-1,8.094356285e0
1.507700000e-1,-2.615579429e0,-5.641826355e0,-6.095675540e-1,6.248442444e0
1.607430000e-1,-1.114073799e0,-3.300563786e0,-1.268124543e0,3.707158156e0
1.707182083e-1,1.768028444e-1,-1.929007553e0,-2.626189202e0,3.263311066e0
1.806912083e-1,8.836329836e-1,-4.739343703e-1,-3.492237854e0,3.633338171e0
1.906642083e-1,6.382227114e-1,5.550504541e-1,-6.240774196e0,6.297830722e0
2.006372083e-1,4.879852295e0,1.001791296e1,-1.244911155e1,1.670783998e1
2.106102083e-1,5.423055705e0,1.100938438e1,-8.230622029e0,1.477698266e1
2.205832083e-1,-1.078358421e0,2.233747476e-1,-4.752684125e-1,1.199430376e0
2.305562083e-1,-2.541010765e0,-3.533878800e0,-3.482769458e0,5.574470215e0
2.405292083e-1,-1.632949576e0,-3.355220050e0,-5.510393811e0,6.654957991e0
2.505022083e-1,-1.152538538e0,-1.001871285e0,-1.640629309e0,2.241373616e0
2.604752083e-1,-1.520425174e0,-5.517970634e-1,-1.213722925e0,2.022200793e0
2.704482083e-1,5.916227415e-1,3.795089126e0,-3.209213613e0,5.005174418e0
2.804212083e-1,-9.552353552e-1,1.114316166e0,1.552096033e0,2.136159450e0
2.903942083e-1,9.051779267e-1,1.527076381e0,7.241772493e0,7.456177183e0
3.003672083e-1,1.452869952e0,-6.947474527e-1,7.252154224e0,7.428811884e0
3.103402083e-1,-2.628203568e-1,-1.403682005e0,-3.864281568e-1,1.479433821e0
3.203132083e-1,-2.892591271e0,1.876973181e0,4.137247136e-1,3.472935462e0
3.302862083e-1,-3.147700320e0,6.166914507e0,-1.412419499e0,7.066383848e0
3.402592083e-1,-1.331129168e0,9.732505682e0,-2.694879368e-1,9.826810034e0
3.502322083e-1,3.338694356e0,8.363601161e0,1.345449292e0,9.105324716e0
3.602052083e-1,2.672934768e0,7.118351219e0,-2.287948827e0,7.940416499e0
3.701782083e-1,1.233519843e0,5.301365792e0,-1.547030590e0,5.658564669e0
3.801512083e-1,-1.128306214e0,6.369911124e0,-3.578849151e0,7.393037527e0
