"event","experiment time","system time","system time text"
"START",0.000000000000000e0,1.675974903411471e9,"2023-02-09 15:35:03.411 UTC-05:00"
"PAUSE",6.060794008333323e1,1.675974964020172e9,"2023-02-09 15:36:04.020 UTC-05:00"
