"event","experiment time","system time","system time text"
"START",0.000000000000000e0,1.675976192480674e9,"2023-02-09 15:56:32.481 UTC-05:00"
"PAUSE",6.062917749999906e1,1.675976253110528e9,"2023-02-09 15:57:33.111 UTC-05:00"
