"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.000938633E1,5.000800781E0,-1.201027451E1,2.659519501E0,1.327884581E1
1.001944333E1,4.533622284E0,-1.124521545E1,1.867366791E0,1.226766727E1
1.002950033E1,4.151766357E0,-1.048853897E1,1.067130890E0,1.133072734E1
1.003955733E1,3.763922882E0,-9.912536774E0,6.165678406E-1,1.062100074E1
1.004961433E1,3.351979523E0,-9.748927002E0,5.221142578E-1,1.032230341E1
1.005967133E1,3.274440765E0,-9.762249298E0,7.399113464E-1,1.032332032E1
1.006972833E1,3.809877319E0,-1.031669632E1,1.083297272E0,1.105092399E1
1.007978533E1,4.701123962E0,-1.169233566E1,2.302062836E0,1.281057271E1
1.008984133E1,6.020180969E0,-1.369397324E1,2.401605835E0,1.515041889E1
1.009989833E1,6.416556702E0,-1.437266190E1,-2.631677399E0,1.595842523E1
1.010995533E1,5.699996796E0,-1.291409500E1,-6.739135895E0,1.564224299E1
1.012001233E1,4.580175476E0,-1.154833511E1,-9.360185394E0,1.555490668E1
1.013006933E1,3.081192627E0,-1.026759842E1,-9.954449615E0,1.462902568E1
1.014012633E1,8.674461365E-1,-9.472751312E0,-8.807834015E0,1.296392766E1
1.015018333E1,-9.345066833E-1,-9.658365326E0,-6.458170166E0,1.165612652E1
1.016024033E1,-1.384620667E0,-9.454938354E0,-4.227957916E0,1.044933787E1
1.017029733E1,-1.468446350E0,-8.882828064E0,-2.725083160E0,9.406755409E0
1.018035333E1,-1.697919159E0,-8.359516296E0,-2.069147186E0,8.777574395E0
1.019041033E1,-1.879341888E0,-7.679779816E0,-1.762434998E0,8.100439560E0
1.020046733E1,-2.053429871E0,-7.015012207E0,-1.511706390E0,7.464062346E0
1.021052433E1,-2.064057770E0,-6.428382111E0,-9.196875000E-1,6.813975061E0
1.022058133E1,-1.944157104E0,-5.845344543E0,-5.089416504E-1,6.181166660E0
1.023063833E1,-1.834435272E0,-5.526357880E0,-3.553610229E-1,5.833700853E0
1.024069533E1,-1.778302002E0,-5.402265930E0,-2.106120300E-1,5.691326086E0
1.025075233E1,-1.697320404E0,-5.141957245E0,7.828720093E-2,5.415417781E0
1.026080933E1,-1.681902466E0,-4.949906616E0,4.035607910E-1,5.243398967E0
1.027086633E1,-1.770817566E0,-4.952601013E0,6.993457031E-1,5.305952889E0
1.028092233E1,-1.807940369E0,-4.982838135E0,1.013242950E0,5.396664297E0
1.029097933E1,-1.776805115E0,-5.057532806E0,1.267564087E0,5.508392980E0
1.030103633E1,-1.653012543E0,-5.271288300E0,1.373543701E0,5.692587558E0
1.031109333E1,-1.491348724E0,-5.543123016E0,1.407672729E0,5.910319476E0
1.032115033E1,-1.314716034E0,-5.840255127E0,1.400637360E0,6.148076383E0
1.033120733E1,-1.099313965E0,-6.073170776E0,1.349593506E0,6.317697136E0
1.034126433E1,-8.547225952E-1,-6.207591248E0,1.154100037E0,6.371552927E0
1.035132133E1,-6.469546509E-1,-6.331084442E0,8.604107666E-1,6.421953536E0
1.036137833E1,-4.677772522E-1,-6.512806549E0,5.915698242E-1,6.556326682E0
1.037143433E1,-3.176394653E-1,-6.806944885E0,3.793112183E-1,6.824900769E0
1.038149133E1,-2.234852600E-1,-7.194938049E0,2.785707092E-1,7.203796279E0
1.039154833E1,-2.844085693E-3,-7.918832703E0,2.489323425E-1,7.922744901E0
1.040160533E1,4.038601685E-1,-8.757688293E0,8.008346558E-2,8.767361099E0
1.041166233E1,8.354127502E-1,-9.480535126E0,-6.526428223E-2,9.517495477E0
1.042171933E1,1.324146423E0,-1.042656784E1,-5.613327026E-2,1.051046296E1
1.043177633E1,1.826801147E0,-1.148591492E1,1.616638184E-1,1.163140486E1
1.044183333E1,2.493963776E0,-1.266935394E1,3.992198181E-1,1.291865942E1
1.045189033E1,3.425925751E0,-1.372495880E1,6.981481934E-1,1.416329313E1
1.046194633E1,4.611759796E0,-1.442819641E1,1.040336609E0,1.518299972E1
1.047200333E1,5.866151276E0,-1.458327393E1,1.432521057E0,1.578403389E1
1.048206033E1,6.889273682E0,-1.399888916E1,2.065704346E0,1.573842826E1
1.049211733E1,7.748037872E0,-1.300031570E1,2.668650513E0,1.536756307E1
1.050217433E1,8.199648743E0,-1.191896439E1,3.425925751E0,1.486717588E1
1.051223133E1,7.834557953E0,-1.195369217E1,3.357967072E0,1.468151891E1
1.052228833E1,6.936725006E0,-1.322065750E1,2.444566498E0,1.512877536E1
1.053234533E1,6.644981689E0,-1.399664383E1,1.080303497E0,1.553154454E1
1.054240233E1,7.287894745E0,-1.417372559E1,4.108955383E-1,1.594292137E1
1.055245933E1,7.883805542E0,-1.386791153E1,5.643264771E-2,1.595232098E1
1.056251533E1,7.667505341E0,-1.286215302E1,-3.086581421E-1,1.497734583E1
1.057257233E1,7.146289215E0,-1.155552017E1,-9.946815491E-1,1.362310124E1
1.058262933E1,6.553970947E0,-1.025472519E1,-1.982627106E0,1.233064208E1
1.059268633E1,5.276377716E0,-9.297316132E0,-3.105142822E0,1.113203310E1
1.060274333E1,3.551215210E0,-9.240434418E0,-2.706671448E0,1.026269107E1
1.061280033E1,2.534828796E0,-9.790690155E0,-9.565109253E-1,1.015863593E1
1.062285733E1,2.149530029E0,-1.050515442E1,1.163829803E0,1.078578919E1
1.063291433E1,2.081571350E0,-1.129146927E1,3.130589905E0,1.190087437E1
1.064297133E1,2.246678009E0,-1.163964523E1,4.180955658E0,1.257017476E1
1.065302733E1,2.357597351E0,-1.179262711E1,3.685635681E0,1.257808530E1
1.066308433E1,2.533930664E0,-1.168994064E1,3.072959747E0,1.234984204E1
1.067314133E1,2.809507599E0,-1.166778671E1,2.695744171E0,1.230030960E1
1.068319833E1,2.811752930E0,-1.159174484E1,2.243534546E0,1.213704866E1
1.069325533E1,2.412533112E0,-1.148172363E1,2.232307892E0,1.194292645E1
1.070331233E1,1.794019318E0,-1.157138718E1,2.249821472E0,1.192380825E1
1.071336933E1,1.505120087E0,-1.132080826E1,2.045795746E0,1.160221385E1
1.072342633E1,1.479972382E0,-1.047102539E1,1.532812500E0,1.068560738E1
1.073348333E1,1.639540558E0,-9.503736877E0,7.753875732E-1,9.675243344E0
1.074354033E1,2.020498352E0,-8.479716339E0,4.436773682E-1,8.728393460E0
1.075359633E1,2.293380890E0,-7.547155609E0,3.963757324E-1,7.897864738E0
1.076365333E1,2.267185364E0,-6.658303986E0,5.525010681E-1,7.055380845E0
1.077371033E1,2.164498901E0,-6.000571747E0,7.393125916E-1,6.421720945E0
1.078376733E1,2.074685669E0,-5.444927216E0,7.527845764E-1,5.875222347E0
1.079382433E1,1.954785004E0,-5.026098175E0,6.372248840E-1,5.430368572E0
1.080388133E1,1.769021301E0,-4.686454468E0,4.758604431E-1,5.031772551E0
1.081393833E1,1.586700439E0,-4.428241425E0,3.716770935E-1,4.718589224E0
1.082399533E1,1.438957672E0,-4.301305389E0,3.080593872E-1,4.546067292E0
1.083405233E1,1.289268951E0,-4.254602509E0,2.716850281E-1,4.453949897E0
1.084410933E1,1.133892059E0,-4.340523834E0,3.255729675E-1,4.497983561E0
1.085416533E1,9.069639587E-1,-4.459676056E0,4.433779907E-1,4.572513334E0
1.086422233E1,6.571334839E-1,-4.633464661E0,5.792953491E-1,4.715548990E0
1.087427933E1,5.206173706E-1,-4.967120819E0,7.270381165E-1,5.046970983E0
1.088433633E1,4.652325439E-1,-5.404660950E0,8.948391724E-1,5.497957661E0
1.089439333E1,4.529580688E-1,-5.723797302E0,9.982740784E-1,5.827827872E0
1.090445033E1,3.951782227E-1,-6.177054749E0,9.562115479E-1,6.263107194E0
1.091450733E1,2.790197754E-1,-6.701564026E0,9.295669556E-1,6.771477472E0
1.092456071E1,1.275347900E-1,-7.283703461E0,1.089434509E0,7.365831167E0
1.093461771E1,-3.278182983E-2,-7.945626984E0,1.264570312E0,8.045694556E0
1.094467471E1,-5.703140259E-2,-8.690028992E0,1.273701324E0,8.783061626E0
1.095473171E1,4.161346436E-2,-9.703721008E0,1.298849030E0,9.790349426E0
1.096478771E1,3.430865479E-1,-1.081845291E1,1.456620941E0,1.092146402E1
1.097484471E1,9.226812744E-1,-1.201910614E1,1.737137604E0,1.217899422E1
1.098490171E1,1.588646393E0,-1.315659073E1,2.010169830E0,1.340374797E1
1.099495871E1,2.164498901E0,-1.395667694E1,2.243235168E0,1.430055911E1
1.100501571E1,2.684068451E0,-1.428614182E1,2.535277863E0,1.475553134E1
1.101507271E1,3.243006134E0,-1.404409515E1,2.889291687E0,1.470039809E1
1.102512971E1,3.893553314E0,-1.361793137E1,3.114722900E0,1.450204506E1
1.103518671E1,4.573888550E0,-1.325448715E1,3.080743561E0,1.435593491E1
1.104524371E1,5.322332153E0,-1.323397980E1,2.788700867E0,1.453417673E1
1.105529971E1,5.979315948E0,-1.402044434E1,2.517614594E0,1.544873658E1
1.106535671E1,6.276148682E0,-1.523037827E1,2.350711670E0,1.663972084E1
1.107541371E1,6.096222839E0,-1.562825089E1,2.257305908E0,1.692635781E1
1.108547071E1,5.860313416E0,-1.469988144E1,2.500999146E0,1.602138522E1
1.109552771E1,5.603746948E0,-1.333067871E1,2.811004486E0,1.473128375E1
1.110558471E1,5.182971954E0,-1.231908234E1,2.655028839E0,1.362615742E1
1.111564171E1,4.608915710E0,-1.156869278E1,2.051334229E0,1.262080539E1
1.112569871E1,4.095184021E0,-1.082833237E1,1.387913818E0,1.165974351E1
1.113575571E1,3.609743500E0,-1.016985168E1,9.613009644E-1,1.083421575E1
1.114581271E1,3.153791656E0,-9.861492920E0,7.297325134E-1,1.037920777E1
1.115586871E1,2.781066742E0,-1.004546036E1,7.518864441E-1,1.045040378E1
1.116592571E1,2.700833588E0,-1.067939209E1,1.241218872E0,1.108533003E1
1.117598271E1,3.148402863E0,-1.148621429E1,1.549427948E0,1.201025755E1
1.118603971E1,3.746708679E0,-1.236982681E1,2.064955902E0,1.308871591E1
1.119609671E1,4.878056030E0,-1.418704788E1,3.788920898E0,1.547332155E1
1.120615371E1,5.723647614E0,-1.503383698E1,2.263293457E-1,1.608812050E1
1.121621071E1,5.169799347E0,-1.278401550E1,-5.377267914E0,1.480111104E1
1.122626771E1,4.331243134E0,-1.062595322E1,-7.923772430E0,1.394477387E1
1.123632471E1,2.687960358E0,-9.931098175E0,-1.017913239E1,1.447296023E1
1.124638171E1,4.246669006E-1,-9.446855164E0,-9.714049530E0,1.355677590E1
1.125643771E1,-1.346599731E0,-9.050030365E0,-7.600744171E0,1.189485992E1
1.126649471E1,-1.750160522E0,-8.214467926E0,-5.268893280E0,9.914725491E0
1.127655171E1,-1.743125153E0,-7.354356537E0,-3.539838867E0,8.345987334E0
1.128660871E1,-1.794318695E0,-6.790628815E0,-2.600991211E0,7.489818059E0
1.129666571E1,-1.773362274E0,-6.391708374E0,-2.056723022E0,6.944700086E0
1.130672271E1,-1.805096283E0,-6.179300079E0,-1.608554993E0,6.635478221E0
1.131677971E1,-1.886676636E0,-5.896987152E0,-1.115330658E0,6.291102342E0
1.132683671E1,-1.908680878E0,-5.801934814E0,-9.300160217E-1,6.178223052E0
1.133689371E1,-1.815424805E0,-5.735323334E0,-8.505313110E-1,6.075615563E0
1.134695071E1,-1.670825500E0,-5.426515503E0,-6.010002136E-1,5.709634806E0
1.135700671E1,-1.660646667E0,-5.258714447E0,-3.498225403E-1,5.525776036E0
1.136706371E1,-1.829345856E0,-5.141358490E0,-7.604187012E-2,5.457641959E0
1.137712071E1,-1.998793488E0,-5.027744751E0,2.812651062E-1,5.417795008E0
1.138717771E1,-2.169887695E0,-5.068460083E0,5.261558533E-1,5.538460093E0
1.139723471E1,-2.339035950E0,-5.130730591E0,8.026309204E-1,5.695586183E0
1.140729171E1,-2.423610077E0,-5.163213043E0,1.016685791E0,5.793643476E0
1.141734871E1,-2.282004547E0,-5.311105499E0,1.357826385E0,5.937935573E0
1.142740571E1,-1.900747375E0,-5.609734497E0,1.572629700E0,6.128223714E0
1.143746271E1,-1.337768097E0,-6.027515717E0,1.778152313E0,6.425137730E0
1.144751971E1,-8.388555908E-1,-6.452781372E0,1.844763794E0,6.763521242E0
1.145757671E1,-3.746708679E-1,-6.718329163E0,1.799108734E0,6.965135837E0
1.146763271E1,2.589614868E-2,-7.021598511E0,1.684297485E0,7.220829196E0
1.147768971E1,3.897894287E-1,-7.399113464E0,1.621128845E0,7.584647295E0
1.148774671E1,7.508386230E-1,-7.787256317E0,1.653611298E0,7.996220977E0
1.149780371E1,1.113384705E0,-8.330027618E0,1.775308228E0,8.589569543E0
1.150786071E1,1.546134796E0,-9.193581848E0,1.822460175E0,9.499149493E0
1.151791771E1,1.963017883E0,-1.033959869E1,1.758543091E0,1.067020216E1
1.152797471E1,2.369572449E0,-1.162048508E1,1.611399078E0,1.196859031E1
1.153803171E1,2.821333008E0,-1.293654831E1,1.522034912E0,1.332782024E1
1.154808871E1,3.463946686E0,-1.413839905E1,1.418001251E0,1.462545664E1
1.155814571E1,4.126319275E0,-1.476379852E1,1.520388336E0,1.540479920E1
1.156820171E1,5.059329071E0,-1.448971848E1,1.745969238E0,1.544659059E1
1.157825871E1,5.951922913E0,-1.364756973E1,2.159559174E0,1.504477457E1
1.158831571E1,6.883585510E0,-1.266022293E1,2.230511627E0,1.458218695E1
1.159837271E1,7.776927795E0,-1.187271057E1,2.194736023E0,1.436171050E1
1.160842971E1,8.023016052E0,-1.191626999E1,1.621727600E0,1.445670355E1
1.161848671E1,7.827223206E0,-1.253568192E1,1.220561829E0,1.482897553E1
1.162854371E1,7.415429535E0,-1.384006943E1,9.255253601E-1,1.572872258E1
1.163860071E1,7.444469147E0,-1.495240631E1,2.396516418E-1,1.670484984E1
1.164865771E1,7.766449585E0,-1.470616837E1,-1.510359192E-1,1.663165473E1
1.165871471E1,7.839647369E0,-1.381686768E1,-4.917274475E-1,1.589363706E1
1.166877071E1,7.214547272E0,-1.216819611E1,-8.556207275E-1,1.417204204E1
1.167882771E1,6.348897400E0,-1.072923843E1,-1.313817902E0,1.253599510E1
1.168888471E1,4.812941437E0,-1.012898666E1,-2.185305634E0,1.142524997E1
1.169894171E1,3.247945862E0,-1.010743149E1,-3.157533875E0,1.107607077E1
1.170899871E1,2.219135284E0,-1.028151947E1,-3.567830658E0,1.110691765E1
1.171905571E1,1.691781921E0,-1.077115128E1,-2.013912048E0,1.108763580E1
1.172911271E1,1.342558136E0,-1.165865570E1,1.385818176E0,1.181724194E1
1.173916971E1,9.618997192E-1,-1.227642105E1,4.053720245E0,1.296412021E1
1.174922671E1,6.920109558E-1,-1.226324844E1,5.063670044E0,1.328558978E1
1.175928371E1,7.774832153E-1,-1.158426041E1,4.694837036E0,1.252362025E1
1.176934071E1,1.301393738E0,-1.096559692E1,3.614234161E0,1.161897716E1
1.177939671E1,1.960772552E0,-1.050275940E1,2.560126190E0,1.098666601E1
1.178945371E1,2.293380890E0,-1.040995239E1,1.982327728E0,1.084233960E1
1.179951071E1,2.222578125E0,-1.060394897E1,1.770817566E0,1.097813200E1
1.180956771E1,2.055226135E0,-1.065873505E1,1.999691620E0,1.103772412E1
1.181962471E1,2.094145203E0,-1.024484573E1,1.779499512E0,1.060702252E1
1.182968171E1,2.257754974E0,-9.311686249E0,9.812095642E-1,9.631600621E0
1.183973871E1,2.400857391E0,-8.323291626E0,3.966751099E-1,8.671715565E0
1.184979571E1,2.437531128E0,-7.348967743E0,-1.646575928E-2,7.742684031E0
1.185985271E1,2.381846924E0,-6.491999817E0,-2.751278687E-1,6.920617872E0
1.186990971E1,2.193538513E0,-5.887706451E0,-2.555186462E-1,6.288242063E0
1.187996571E1,1.966610413E0,-5.331463165E0,-2.049238586E-1,5.686303701E0
1.189002271E1,1.784738617E0,-4.957241364E0,-1.790277100E-1,5.271772452E0
1.190007971E1,1.507664795E0,-4.838987274E0,-1.824705505E-1,5.071700551E0
1.191013671E1,1.243763580E0,-4.703968048E0,-1.321751404E-1,4.867415486E0
1.192019371E1,1.050814819E0,-4.616998901E0,-3.053649902E-2,4.735168753E0
1.193025183E1,8.942404175E-1,-4.670587463E0,1.691482544E-2,4.755453636E0
1.194030883E1,7.547305298E-1,-4.778962097E0,7.933502197E-2,4.838841901E0
1.195036583E1,6.001020813E-1,-4.985083466E0,1.428030396E-1,5.023103859E0
1.196042283E1,5.233117676E-1,-5.216801605E0,2.766247559E-1,5.250275750E0
1.197047983E1,5.495072937E-1,-5.586532745E0,5.439688110E-1,5.639787979E0
1.198053583E1,5.276527405E-1,-6.011648712E0,8.505313110E-1,6.094402445E0
1.199059283E1,4.236190796E-1,-6.359974365E0,1.076261902E0,6.464291665E0
1.200064983E1,3.261717224E-1,-6.785090332E0,1.350042572E0,6.925781815E0
1.201070683E1,1.935475159E-1,-7.272626495E0,1.630858612E0,7.455753255E0
1.202076383E1,3.158432007E-2,-7.754025421E0,1.823058929E0,7.965516409E0
1.203082083E1,-9.684860229E-2,-8.321495361E0,1.810036011E0,8.516624628E0
1.204087783E1,-1.637594604E-1,-9.038654022E0,1.632056122E0,9.186277313E0
1.205093483E1,-1.023870850E-1,-9.937534790E0,1.579665070E0,1.006282379E1
1.206099183E1,2.347119141E-1,-1.100227066E1,1.727108459E0,1.113947723E1
1.207104883E1,8.068222046E-1,-1.207314377E1,1.969304810E0,1.225927910E1
1.208110583E1,1.492396545E0,-1.299133438E1,2.220482483E0,1.326395714E1
1.209116183E1,2.134860535E0,-1.359338242E1,2.410287781E0,1.396950830E1
1.210121883E1,2.754721527E0,-1.366583176E1,2.565065918E0,1.417473144E1
1.211127583E1,3.350632324E0,-1.350536545E1,2.649939423E0,1.416487952E1
1.212133283E1,3.968247986E0,-1.324715240E1,2.766397247E0,1.410272997E1
1.213138983E1,4.665947113E0,-1.298609528E1,2.693349152E0,1.405929808E1
1.214144683E1,5.423821106E0,-1.294987061E1,2.307751007E0,1.422823597E1
1.215150383E1,5.979765015E0,-1.365146164E1,1.986219635E0,1.503546018E1
1.216156083E1,6.090235291E0,-1.472293350E1,1.997146912E0,1.605753196E1
1.217161783E1,5.923182678E0,-1.514610352E1,2.321672058E0,1.642798545E1
1.218167483E1,5.651797028E0,-1.429182999E1,2.701881409E0,1.560446658E1
1.219173083E1,5.329217834E0,-1.288535477E1,2.997366943E0,1.426243804E1
1.220178783E1,5.039719849E0,-1.181298477E1,2.994223480E0,1.318752288E1
1.221184483E1,4.594695282E0,-1.115285751E1,2.432890778E0,1.230513767E1
1.222190183E1,4.106859741E0,-1.056847275E1,1.522483978E0,1.144014295E1
1.223195883E1,3.694766693E0,-9.959838409E0,8.102650452E-1,1.065392939E1
1.224201583E1,3.293600922E0,-9.511820068E0,4.906796265E-1,1.007786161E1
1.225207283E1,3.221600647E0,-9.480385437E0,6.725514221E-1,1.003537464E1
1.226212983E1,3.659290466E0,-1.013796799E1,7.584727478E-1,1.080481756E1
1.227218683E1,4.207749939E0,-1.117336487E1,1.101409607E0,1.199009363E1
1.228224383E1,5.513035583E0,-1.267264709E1,1.065484314E0,1.386090915E1
1.229230083E1,6.663094025E0,-1.359892090E1,-2.826572113E0,1.540509596E1
1.230235683E1,6.752907257E0,-1.278042297E1,-6.089636536E0,1.568517265E1
1.231241383E1,5.459896088E0,-1.132125732E1,-7.416477356E0,1.459402169E1
1.232247083E1,3.735482025E0,-1.000728973E1,-7.631879425E0,1.312803326E1
1.233252783E1,1.776805115E0,-9.574988708E0,-7.032974854E0,1.201250101E1
1.234258483E1,1.254391479E-1,-9.385333099E0,-5.385949860E0,1.082167585E1
1.235264183E1,-6.846762085E-1,-8.901090088E0,-3.667972412E0,9.651539146E0
1.236269883E1,-9.752220154E-1,-8.280780029E0,-2.249073029E0,8.636012121E0
1.237275583E1,-1.291214905E0,-8.040379944E0,-1.623224487E0,8.303601827E0
1.238281283E1,-1.593735809E0,-7.404053192E0,-1.323847046E0,7.688469841E0
1.239286983E1,-1.753453674E0,-7.000193024E0,-1.100810852E0,7.299937444E0
1.240292683E1,-1.778601379E0,-6.645131378E0,-5.643264771E-1,6.902148816E0
1.241298283E1,-1.734592896E0,-6.222260742E0,-9.729766846E-3,6.459522887E0
1.242303983E1,-1.615290985E0,-5.945037231E0,3.872447205E-1,6.172729633E0
1.243309683E1,-1.508862305E0,-5.758824463E0,7.119195557E-1,5.995627916E0
1.244315383E1,-1.415007477E0,-5.652695160E0,8.192463684E-1,5.884417842E0
1.245321083E1,-1.318607941E0,-5.610932007E0,8.431965637E-1,5.825140799E0
1.246326783E1,-1.109941864E0,-5.596561890E0,8.632548523E-1,5.770501266E0
1.247332483E1,-9.448352051E-1,-5.572462006E0,8.387059021E-1,5.713884314E0
1.248338183E1,-8.738827515E-1,-5.649551697E0,7.146139526E-1,5.761230645E0
1.249343883E1,-7.765850830E-1,-5.741310883E0,6.436614990E-1,5.829239673E0
1.250349583E1,-7.372169495E-1,-5.895939331E0,6.325845337E-1,5.975429074E0
1.251355183E1,-6.869215393E-1,-6.110443268E0,7.062313843E-1,6.189357067E0
1.252360883E1,-6.426136780E-1,-6.333629150E0,8.244854736E-1,6.419313581E0
1.253366583E1,-5.041516113E-1,-6.512207794E0,9.596543884E-1,6.601814580E0
1.254372283E1,-3.059637451E-1,-6.684349823E0,1.066981201E0,6.775883356E0
1.255377983E1,-8.622070312E-2,-6.839726715E0,1.168170776E0,6.939302451E0
1.256383683E1,2.583627319E-1,-7.082222443E0,1.151255951E0,7.179834002E0
1.257389383E1,6.143225098E-1,-7.283853149E0,1.042132874E0,7.383627142E0
1.258395083E1,9.132508850E-1,-7.586673431E0,9.313632202E-1,7.697991841E0
1.259400783E1,1.238374786E0,-8.047415314E0,8.057743835E-1,8.181915283E0
1.260406483E1,1.591191101E0,-8.798104248E0,6.249504089E-1,8.962649747E0
1.261412083E1,1.964514771E0,-9.761201477E0,5.369334412E-1,9.971392585E0
1.262417783E1,2.419867859E0,-1.079599960E1,5.249583435E-1,1.107632381E1
1.263423483E1,3.051703949E0,-1.193093948E1,5.728587341E-1,1.232835679E1
1.264429183E1,3.770060120E0,-1.301019516E1,6.027964783E-1,1.355883089E1
1.265434883E1,4.450844421E0,-1.371582779E1,7.996371460E-1,1.444206937E1
1.266440583E1,5.092559967E0,-1.404888519E1,1.282982025E0,1.499837941E1
1.267446283E1,5.659730530E0,-1.384710480E1,1.711540833E0,1.505670060E1
1.268451983E1,6.197861481E0,-1.344608871E1,2.173330536E0,1.496442963E1
1.269457683E1,6.508465576E0,-1.280616943E1,2.490670624E0,1.457949038E1
1.270463383E1,6.484515381E0,-1.254750732E1,2.250420227E0,1.430221210E1
1.271469083E1,6.328390045E0,-1.258657608E1,1.171912994E0,1.413661197E1
1.272474683E1,6.420747986E0,-1.265213974E1,3.206332397E-1,1.419173881E1
1.273480383E1,7.209008789E0,-1.285856049E1,8.487350464E-2,1.474176343E1
1.274486083E1,7.983947296E0,-1.273641449E1,1.612147522E-1,1.503281939E1
1.275491783E1,8.175997925E0,-1.246607666E1,5.447172546E-1,1.491800008E1
1.276497483E1,7.544161835E0,-1.224633362E1,5.617817688E-1,1.439453589E1
1.277503183E1,6.362070007E0,-1.138113281E1,4.162843323E-1,1.304528311E1
1.278508883E1,5.030289459E0,-1.051488419E1,1.986369324E-1,1.165787537E1
1.279514583E1,3.697610779E0,-1.028346542E1,-6.131250000E-1,1.094522311E1
1.280520283E1,2.976111145E0,-1.015069153E1,-1.500330048E0,1.068385540E1
1.281525983E1,2.625240784E0,-1.019754410E1,-2.353406067E0,1.078982460E1
1.282531583E1,2.251767426E0,-1.056248520E1,-2.040856018E0,1.099098009E1
1.283537283E1,1.825004883E0,-1.174083481E1,4.339476013E-1,1.188975001E1
1.284542983E1,1.557960205E0,-1.259720398E1,2.958747253E0,1.303345593E1
1.285548683E1,1.610650635E0,-1.256172775E1,4.511767731E0,1.344422730E1
1.286554383E1,1.776655426E0,-1.221894058E1,4.487967224E0,1.313776477E1
1.287560083E1,2.405946808E0,-1.176957504E1,3.495081940E0,1.251107807E1
1.288565783E1,2.831960907E0,-1.111154343E1,2.404749298E0,1.171619474E1
1.289571483E1,2.842588806E0,-1.085737198E1,2.072889404E0,1.141313751E1
1.290577183E1,2.476150818E0,-1.077369598E1,2.064057770E0,1.124562948E1
1.291582883E1,2.310445404E0,-1.059107574E1,1.984123993E0,1.102024462E1
1.292588483E1,2.332898712E0,-9.754764862E0,1.515448608E0,1.014368959E1
1.293594083E1,2.402204590E0,-8.850644989E0,1.078207855E0,9.234015150E0
1.294599783E1,2.425705719E0,-7.978708191E0,5.661227417E-1,8.358488356E0
1.295605483E1,2.172432404E0,-7.269632721E0,2.481838989E-1,7.591351506E0
1.296611183E1,2.008373566E0,-6.503076782E0,3.408412170E-1,6.814671287E0
1.297616883E1,1.882036285E0,-5.797593842E0,2.483335876E-1,6.100477400E0
1.298622583E1,1.697320404E0,-5.315745850E0,1.896556091E-1,5.583369927E0
1.299628283E1,1.539548492E0,-5.097200317E0,2.429447937E-1,5.330167240E0
1.300633983E1,1.367107086E0,-4.956193542E0,3.016227722E-1,5.150127427E0
1.301639683E1,1.183738403E0,-4.858147430E0,4.429289246E-1,5.019862458E0
1.302645383E1,9.150471497E-1,-4.744982758E0,4.567002869E-1,4.853941471E0
1.303651083E1,6.783892822E-1,-4.829556885E0,4.620890808E-1,4.898811901E0
1.304656683E1,4.128414917E-1,-4.883594513E0,5.604345703E-1,4.932952500E0
1.305662383E1,1.273851013E-1,-4.960235138E0,6.195616150E-1,5.000401602E0
1.306668083E1,-1.233435059E-1,-5.196743317E0,6.403683472E-1,5.237501918E0
1.307673783E1,-3.296145630E-1,-5.512436829E0,6.896159363E-1,5.565175261E0
1.308679483E1,-5.595364380E-1,-5.881419525E0,8.686436462E-1,5.971492145E0
1.309685183E1,-8.285270691E-1,-6.215973816E0,1.084644470E0,6.364058549E0
1.310690883E1,-1.111139374E0,-6.624025269E0,1.277443542E0,6.836973268E0
1.311696583E1,-1.400188293E0,-7.137607269E0,1.407223663E0,7.408525037E0
1.312702283E1,-1.606309662E0,-7.624993744E0,1.464255066E0,7.928732763E0
1.313707883E1,-1.587598572E0,-8.345295868E0,1.616338806E0,8.647368587E0
1.314713583E1,-1.235081635E0,-9.243877258E0,1.705702972E0,9.480723392E0
1.315719283E1,-6.273454285E-1,-1.020487885E1,1.633253632E0,1.035377380E1
1.316724983E1,9.984237671E-2,-1.130583939E1,1.584305420E0,1.141674193E1
1.317730683E1,6.987469482E-1,-1.233944000E1,1.664388885E0,1.247077452E1
1.318736383E1,1.298699341E0,-1.282622772E1,1.839225311E0,1.302234569E1
1.319742083E1,2.001637573E0,-1.315224976E1,2.067949677E0,1.346345581E1
1.320747783E1,2.828518066E0,-1.337453751E1,2.318827972E0,1.386563129E1
1.321753483E1,3.808380432E0,-1.331346451E1,2.622845764E0,1.409366590E1
1.322759183E1,4.916076965E0,-1.301633240E1,2.895129547E0,1.421177318E1
1.323764883E1,6.039490814E0,-1.262759079E1,2.819237366E0,1.427864131E1
1.324770483E1,6.907236328E0,-1.233090775E1,2.516566772E0,1.435598509E1
1.325776183E1,7.020550690E0,-1.311348038E1,2.345771942E0,1.505835800E1
1.326781883E1,6.630910950E0,-1.460482910E1,2.502346344E0,1.623366103E1
1.327787583E1,6.163732452E0,-1.540162216E1,2.725831604E0,1.681165432E1
1.328793283E1,6.040538635E0,-1.472697510E1,2.928061066E0,1.618472873E1
1.329798983E1,6.115832062E0,-1.338142319E1,2.863844604E0,1.498891238E1
1.330804683E1,5.730383606E0,-1.232776428E1,2.353106689E0,1.379667277E1
1.331810383E1,5.165158997E0,-1.149175278E1,1.790127411E0,1.272571434E1
1.332816083E1,4.661157074E0,-1.064002396E1,1.153351593E0,1.167333350E1
