"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.101874987E-3,5.860137999E-1,2.181578618E-1,-5.012993395E-2,6.273101598E-1
1.304887500E-2,5.515321845E-1,3.097387075E-1,-3.963418186E-2,6.337954606E-1
2.299587498E-2,4.575393623E-1,4.059955716E-1,-6.414044738E-2,6.150517614E-1
3.294287500E-2,3.349495625E-1,4.588298428E-1,-1.029198394E-1,5.773287863E-1
4.289087499E-2,2.261738098E-1,4.614616746E-1,-1.905695289E-1,5.481042006E-1
5.283787500E-2,2.061465114E-1,4.375898319E-1,-3.539827611E-1,5.994039042E-1
6.278487499E-2,2.607226682E-1,4.905422169E-1,-6.091121290E-1,8.243940574E-1
7.273187500E-2,4.123707908E-1,6.056961125E-1,-9.591690695E-1,1.207030552E0
8.267887498E-2,6.687600875E-1,7.883993822E-1,-1.388268160E0,1.730925222E0
9.262687500E-2,9.935963058E-1,1.035399220E0,-1.784648570E0,2.290033991E0
1.025738750E-1,1.321304092E0,1.331365396E0,-2.176411434E0,2.873176822E0
1.125208750E-1,1.634759874E0,1.645214111E0,-2.618530519E0,3.497981046E0
1.224678750E-1,1.853176183E0,1.992623506E0,-3.102757743E0,4.126974196E0
1.324148750E-1,1.898910180E0,2.369228632E0,-3.455222055E0,4.599746041E0
1.423628750E-1,1.661376400E0,2.693721619E0,-3.359548159E0,4.615503389E0
1.523098750E-1,1.149074355E0,2.925759017E0,-2.602007457E0,4.080549044E0
1.622568750E-1,1.084118221E0,2.948589470E0,-1.189061708E0,3.359071290E0
1.722038750E-1,4.134127647E-1,2.836807079E0,1.363816639E-1,2.870014717E0
1.821518750E-1,-3.103538346E-1,2.816369891E0,5.181521845E-1,2.880406317E0
1.920988750E-1,-1.125334074E0,2.895304379E0,-6.433216296E-2,3.106976481E0
2.020458750E-1,-2.373814019E0,2.249503384E0,-9.804470142E-1,3.414166782E0
2.119928750E-1,-4.811194289E0,-7.406311387E-1,-8.578180381E-1,4.942871307E0
2.219398750E-1,-7.190185432E0,-3.130312162E0,1.371476126E-1,7.843241055E0
2.318878750E-1,-7.432220984E0,-3.419387979E0,1.410438462E0,8.301774483E0
2.418348750E-1,-5.781249120E0,-2.180658267E0,2.855685400E0,6.806838544E0
2.517818750E-1,-4.323096208E0,-6.067334086E-1,2.809608171E0,5.191453007E0
2.617288750E-1,-2.794032943E0,5.211985838E-1,1.757453170E0,3.341692639E0
2.716768750E-1,-7.953920674E-1,1.167461509E0,4.712484518E-1,1.489191062E0
2.816238750E-1,9.463122118E-1,1.458688517E0,-1.046095824E0,2.029185912E0
2.915708750E-1,2.108992453E0,1.627809874E0,-1.219001645E0,2.929774592E0
3.015178750E-1,2.071965544E0,1.838839980E0,-3.810583663E-1,2.796351045E0
3.114648750E-1,2.064688684E0,1.731597367E0,5.586441529E-1,2.751990569E0
3.214128750E-1,1.886514668E0,5.492687273E-1,2.320656689E0,3.040736949E0
3.313598750E-1,1.321075466E0,-1.458717168E0,3.452606303E0,3.974114549E0
3.413068750E-1,1.069954510E0,-3.887685049E0,1.297528874E0,4.235856333E0
3.512538750E-1,1.997067974E0,-6.046156055E0,-9.533098671E-1,6.438406887E0
3.612018750E-1,4.694113151E0,-7.520142642E0,5.363922814E-1,8.881157600E0
3.711488750E-1,7.412748002E0,-8.461563073E0,3.136894373E0,1.167848402E1
3.810958750E-1,9.209129010E0,-9.746471171E0,3.726500702E0,1.391720392E1
3.910428750E-1,1.050741846E1,-1.123965241E1,3.359217206E0,1.574864976E1
4.009898750E-1,1.180568511E1,-1.259410729E1,2.931176755E0,1.750935569E1
4.109378750E-1,1.221702971E1,-1.348591761E1,2.510215527E0,1.836918536E1
4.208848750E-1,1.067651994E1,-1.337732312E1,1.711570215E0,1.720088150E1
4.308321667E-1,8.678931561E0,-1.275189558E1,5.593108816E-1,1.543526879E1
4.407791667E-1,7.561832120E0,-1.226289761E1,-1.544742282E-1,1.440776961E1
4.507271667E-1,6.916070886E0,-1.176227070E1,-2.438990593E-2,1.364491273E1
4.606741667E-1,6.503836920E0,-1.058140913E1,1.178377676E-1,1.242095003E1
4.706211667E-1,5.630737111E0,-7.622084754E0,1.520147431E-1,9.477578008E0
4.805681667E-1,4.345341940E0,-3.876813905E0,-3.150409627E-1,5.831889354E0
4.905151667E-1,1.633600956E0,-8.381352139E-1,-1.231922969E0,2.211053351E0
5.004631667E-1,-4.508507323E-1,1.290879275E0,-1.735643055E0,2.209545768E0
5.104101667E-1,-1.763336053E0,2.799077920E0,-1.832972299E0,3.782060112E0
5.203571666E-1,-3.516942340E0,3.952576278E0,-1.668512927E0,5.547583082E0
5.303041667E-1,-5.578606260E0,4.808753076E0,-1.327162417E0,7.483736636E0
5.402511667E-1,-7.017455758E0,5.698720933E0,-1.400539126E0,9.147765598E0
5.501991667E-1,-7.477313542E0,6.795119476E0,-2.804561439E0,1.048567744E1
5.601461667E-1,-6.027708090E0,8.265669655E0,-5.172418900E0,1.146335365E1
5.700931667E-1,-3.514522178E0,9.859647539E0,-6.915471547E0,1.254544788E1
