"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.606412501E-2,-4.036268646E0,1.523189445E0,2.897104737E0,5.196612985E0
3.612112498E-2,-4.281716632E0,1.729616038E0,2.322631879E0,5.169070303E0
4.617712501E-2,-3.084283465E0,2.282915836E0,2.126102575E0,4.386891994E0
5.623412499E-2,-1.292230566E0,2.924557122E0,1.530808952E0,3.544893544E0
6.629112497E-2,-3.250870639E-1,3.134873283E0,1.078320706E0,3.331049030E0
7.634812500E-2,-6.489099598E-1,2.709240714E0,7.778533441E-1,2.892425489E0
8.640512498E-2,-7.762693334E-1,2.519493596E0,1.321540904E-1,2.639679292E0
9.646212496E-2,-4.255246872E-1,2.673198477E0,-2.080997738E-1,2.714841961E0
1.065191250E-1,-1.560107303E-1,2.623248345E0,-9.452024102E-2,2.629582724E0
1.165761250E-1,8.778424859E-3,2.349769099E0,4.768641177E-1,2.397684563E0
1.266331250E-1,4.406619591E-1,2.110851575E0,1.191577765E0,2.463683199E0
1.366901250E-1,1.179006252E0,2.052461279E0,1.517087583E0,2.811442295E0
1.467471250E-1,1.511595293E0,1.813626786E0,1.696145114E0,2.907072530E0
1.568041250E-1,8.871266949E-1,1.578916626E0,2.189555975E0,2.841500810E0
1.668611250E-1,2.855844444E-1,1.877428387E0,2.779887359E0,3.366610989E0
1.769171250E-1,3.241135025E-1,2.058081038E0,3.152912820E0,3.779101265E0
1.869741250E-1,7.010285318E-1,1.698433129E0,3.608652409E0,4.049504699E0
1.970311250E-1,1.376797677E0,8.145074925E-1,4.243002217E0,4.534541004E0
2.070881250E-1,2.404432379E0,-3.633269772E-1,4.582132539E0,5.187411702E0
2.171451250E-1,3.237850059E0,-1.703431329E0,5.633122190E0,6.716949971E0
2.272021250E-1,3.751437907E0,-3.403102314E0,6.101139178E0,7.929583281E0
2.372591250E-1,4.209103569E0,-4.968740498E0,6.935359681E0,9.513366854E0
2.473161250E-1,4.579817626E0,-6.465511930E0,7.369752840E0,1.082085167E1
2.573731250E-1,3.739332417E0,-6.627655220E0,7.218105887E0,1.048854009E1
2.674301250E-1,1.528607767E0,-5.873480176E0,7.128581507E0,9.362215837E0
2.774871250E-1,-3.631623781E-1,-5.720205942E0,5.771180214E0,8.133828373E0
2.875441250E-1,-5.097134829E-1,-5.339602489E0,3.884339564E0,6.622632138E0
2.976001250E-1,5.463357639E-1,-5.331325171E0,2.072470744E0,5.746011297E0
3.076571250E-1,1.943730258E0,-5.616654092E0,6.771020177E-1,5.981919228E0
3.177141250E-1,2.468560547E0,-5.758351423E0,-1.867015958E-1,6.267954991E0
3.277711250E-1,1.794264901E0,-6.063162097E0,-9.355056801E-1,6.391908325E0
3.378281250E-1,1.503404514E0,-5.717073004E0,-1.903626252E0,6.210389825E0
3.478851250E-1,2.757435805E0,-4.975665355E0,-3.986373185E0,6.946356535E0
3.579421250E-1,5.097959871E0,-2.093836616E0,-7.903296651E0,9.635115182E0
3.679991250E-1,7.128149983E0,7.347861450E0,-2.039845619E1,2.282320322E1
3.780561250E-1,7.231439878E0,1.792906242E1,-2.920101368E1,3.502062538E1
3.881131250E-1,5.058753705E0,2.073319292E1,-2.208062997E1,3.070847599E1
3.981701250E-1,1.627095344E0,1.561424330E1,-1.101630866E1,1.917840164E1
4.082271250E-1,-1.403489047E0,8.554242611E0,-3.921946224E0,9.514542045E0
4.182841250E-1,-3.195782851E0,6.556938409E0,-4.787513065E-1,7.309970735E0
4.283411250E-1,-3.238459339E0,7.083432816E0,-3.101433349E-1,7.794794945E0
4.383971250E-1,-2.984999498E0,7.835530930E0,4.549557701E-1,8.397187130E0
4.484541250E-1,-2.719597887E0,7.862729253E0,1.486790235E0,8.451583827E0
