"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.675975125009149E9,"2023-02-09 15:38:45.009 UTC-05:00"
"PAUSE",6.060451725000166E1,1.675975185613606E9,"2023-02-09 15:39:45.614 UTC-05:00"
