meanABS,stdABS,maxABS,kurtosisABS,skewABS,label
4.079331097188487,1.823261967289497,10.834304852222223,4.022988531655061,1.9129720428674282,0.0
15.263871769692987,8.7745233774883,44.66471527666667,0.9526995455698057,1.3779093856501008,1.0
4.25284455525679,1.2864937654075514,7.3363269175555565,-0.9273224325666845,0.149111841651707,0.0
4.793584330895337,1.4291483604796555,7.880937914555556,-0.7573931075727467,0.09095102940451377,0.0
10.237734170268485,3.0924625216485486,15.919896814444444,-1.3901874952531776,-0.20168521748938545,0.0
13.37119872361905,7.696961711587835,35.057733374777776,0.2854969391915758,0.8374436971256026,1.0
12.703236769377996,7.405147022640567,32.83446424333333,0.6639640802930091,1.3008121225245026,1.0
11.459485877055172,6.007133712588171,27.634426857777775,0.15670902818160748,0.9504585183879904,1.0
19.360011486953663,10.669388970571942,53.12771299888889,1.4271820710189784,1.5065372641780586,1.0
10.387462804841725,3.0734948622694414,17.919809593333333,-0.9414534627493283,0.2366081284697506,0.0
14.290640954526765,10.638905808588431,45.61194696444445,0.9996475446408275,1.5493947055568877,1.0
7.506058693292729,4.231646048849787,20.739110976888888,0.052915310912605484,0.47294960052300833,0.0
19.858741058715694,9.748035901501119,52.60972423444444,0.9873583364929619,1.300483340945356,1.0
12.017638768176111,5.588491212697209,30.926829945555557,0.08186131660503904,0.9283679150364584,1.0
10.303889438212249,3.2052228627446646,20.797372827777778,0.11706781510423481,0.6887452767628478,0.0
5.761455451355495,5.22470535476873,21.00049644011111,0.2871006867272472,1.04482750904115,1.0
10.149248399830611,2.850309014737285,14.90403707222222,-1.3135703917322175,-0.21097234912002005,0.0
14.904768288122447,10.261776329261906,44.16723754555556,0.7161155945467028,1.4991897282694366,1.0
16.974505425643088,7.036043181161059,39.688989221111115,0.5541639553061164,0.9724577761714004,1.0
10.421684424994364,4.633630843362883,28.444285248,2.160290934502127,1.2972673443406286,1.0
18.913736555669114,8.76810950213893,52.08403720222222,1.5105572183607667,1.2784977154360926,1.0
3.999313932052233,1.656205344323988,9.982207001666668,1.820695605257289,1.3778879234753896,0.0
10.17590815188594,2.747890591665788,14.893124766666666,-1.2969168665456738,-0.11114712634874839,0.0
3.9548154100439423,1.5709012122795931,9.096753855444446,1.6862909706364344,1.2274413863880649,0.0
4.410084525342109,1.7167986845831318,11.41647284711111,2.5926964621314474,1.3108083810502011,0.0
2.068574079863969,0.815049985281144,4.321058397888889,-0.5325770148726177,0.3415352294808742,0.0
4.9375922198226485,1.6980992520486722,10.148290613333334,-0.32422974946405425,0.49700698950366295,0.0
